,amount,LNDfee,LNDdly,LNDpthlnt,LNDtp,CLNfee,CLNdly,CLNpthlnt,CLNtp,LDKfee,LDKdly,LDKpthlnt,LDKtp,Eclair_case1fee,Eclair_case1dly,Eclair_case1pthlnt,Eclair_case1tp,Eclair_case2fee,Eclair_case2dly,Eclair_case2pthlnt,Eclair_case2tp,Eclair_case3fee,Eclair_case3dly,Eclair_case3pthlnt,Eclair_case3tp
5511,10274,17.417150000000003,224,4,Success,17.417150000000003,224,4,Success,1.59588,154,5,Success,1.59588,154,5,Success,1.59588,154,5,Success,1.58561,228,7,Success
5512,1378738,147.71711,64,3,Failure,147.71711,64,3,Failure,5.13722,162,6,Failure,155.61165,104,4,Success,155.61165,104,4,Success,157.99065000000002,154,5,Success
5513,17332,4.052,160,5,Success,4.052,160,5,Failure,2.1039900000000005,200,6,Failure,4.052,160,5,Failure,4.052,160,5,Failure,2.43332,200,6,Failure
5514,693865,932.77677,80,3,Success,932.77677,80,3,Failure,5.16319,188,6,Failure,932.77677,80,3,Failure,932.77677,80,3,Failure,31.89403,154,5,Failure
5515,46554,1.55866,154,5,Failure,1.7914299999999999,154,5,Failure,1.55866,154,5,Failure,1.7914299999999999,154,5,Failure,1.7914299999999999,154,5,Failure,1.92075,202,7,Success
5516,11925,70.12835,362,5,Success,70.12835,362,5,Failure,70.12835,362,5,Success,70.14034000000001,362,5,Failure,70.14034000000001,362,5,Failure,70.14034000000001,362,5,Failure
5517,54871,40.41522,224,4,Success,40.41522,224,4,Success,3.9448300000000005,384,8,Failure,13.633780000000002,160,5,Failure,13.633780000000002,160,5,Failure,4.76205,394,11,Success
5518,44576,1.56017,224,4,Success,1.56017,224,4,Failure,1.56017,224,4,Failure,1.56017,224,4,Failure,1.56017,224,4,Failure,1.33728,338,7,Failure
5519,368032,33.45704,134,5,Failure,2690.21346,114,4,Failure,26.33204,276,6,Success,34.59594,154,5,Failure,34.59594,154,5,Failure,26.46398,172,6,Failure
5520,8768,2.0263099999999996,150,5,Success,2.03508,144,5,Success,2.04485,282,6,Success,2.07015,150,5,Success,2.07015,150,5,Success,2.03508,264,8,Success
5521,591896,5.5513900000000005,80,3,Success,5.5513900000000005,80,3,Success,5.5513900000000005,80,3,Success,5.5513900000000005,80,3,Success,5.5513900000000005,80,3,Success,10.10279,160,5,Success
5522,4369,2.00874,264,5,Success,2.00637,368,5,Success,2.00637,368,5,Success,2.00637,368,5,Success,2.00637,368,5,Success,1.55438,344,7,Success
5523,16360,60.14239,264,5,Failure,50.09941,264,5,Failure,50.09941,264,5,Failure,50.09941,264,5,Failure,50.09941,264,5,Failure,50.21612,382,8,Failure
5524,13250,80.63257999999999,242,5,Failure,80.63257999999999,242,5,Failure,80.63257999999999,242,5,Failure,80.63257999999999,296,5,Failure,80.63257999999999,296,5,Failure,80.65924,358,8,Failure
5525,18726,59.409400000000005,264,5,Success,59.409400000000005,264,5,Success,58.2937,402,6,Success,59.409400000000005,264,5,Failure,59.409400000000005,264,5,Failure,58.34258,398,9,Success
5526,5111174,1539.58006,110,4,Failure,1539.58006,110,4,Failure,129.94944999999998,488,8,Failure,3323.95366,120,4,Failure,3323.95366,120,4,Failure,2272.90468,156,6,Failure
5527,1339,4.06198,368,5,Success,4.06198,368,5,Success,4.22819,408,6,Success,4.06198,368,5,Success,4.06198,368,5,Success,4.02304,474,9,Success
5528,355484,130.45805000000001,120,4,Failure,130.45805000000001,120,4,Failure,4.421950000000001,160,5,Failure,116.23428,184,6,Failure,116.23428,184,6,Failure,112.03367,236,8,Success
5529,23369,72.45091,202,4,Success,72.45091,202,4,Failure,72.45091,202,4,Success,72.45091,202,4,Failure,72.45091,202,4,Failure,70.41171,498,11,Success
5530,403,1.05279,120,4,Success,1.05279,120,4,Success,1.09148,148,5,Success,1.05279,120,4,Success,1.05279,120,4,Success,1.04312,154,5,Success
5531,11027,7.6162,394,5,Failure,7.6162,394,5,Failure,7.6162,394,5,Failure,7.6162,394,5,Failure,7.6162,394,5,Failure,7.62724,392,6,Failure
5532,377221,121.06102000000001,114,4,Failure,121.06102000000001,114,4,Failure,52.154630000000004,258,5,Failure,121.06102000000001,114,4,Failure,121.06102000000001,114,4,Failure,121.06102000000001,164,5,Failure
5533,6738,4.30139,138,5,Success,4.30139,138,5,Success,2.3005,194,6,Success,2.1118200000000003,194,6,Success,2.1118200000000003,194,6,Success,0.4726700000000001,400,11,Success
5534,21003,7.511369999999999,264,5,Failure,7.511369999999999,264,5,Failure,6.31395,308,6,Failure,7.511369999999999,264,5,Failure,7.511369999999999,264,5,Failure,5.43163,378,8,Failure
5535,80160,122.28112,224,4,Failure,122.28112,224,4,Failure,2.48096,150,5,Failure,122.28112,224,4,Failure,122.28112,224,4,Failure,43.38205999999999,374,8,Failure
5536,1278625,28.55727,114,4,Failure,28.55727,114,4,Failure,4.55725,154,5,Failure,513.38649,120,4,Failure,513.38649,120,4,Failure,298.254,178,6,Failure
5537,282665,9.91466,160,5,Success,9.91466,160,5,Failure,4.26134,240,7,Failure,9.91466,160,5,Failure,9.91466,160,5,Failure,8.91464,200,6,Failure
5538,13556,0.6084499999999999,264,5,Failure,0.6084499999999999,264,5,Failure,0.6084499999999999,264,5,Failure,0.6084499999999999,264,5,Failure,0.6084499999999999,264,5,Failure,0.05423,414,9,Failure
5539,258,2.00052,224,4,Success,2.00052,224,4,Success,2.00052,224,4,Success,2.00052,224,4,Success,2.00052,224,4,Failure,2.00078,344,7,Failure
5541,6496,2.49779,120,4,Success,2.49779,120,4,Success,2.49779,120,4,Success,2.49779,120,4,Failure,2.49779,120,4,Failure,2.14294,224,7,Success
5542,20956,1.02096,328,4,Failure,1.02096,328,4,Failure,1.02096,328,4,Failure,1.02096,328,4,Failure,1.02096,328,4,Failure,1.02096,328,4,Failure
5543,373010,206.16507000000001,224,4,Failure,206.16507000000001,224,4,Failure,206.16607,328,4,Failure,206.16607,328,4,Failure,206.16607,328,4,Failure,207.66518,258,5,Success
5544,63525,194.83887000000001,304,6,Failure,194.83887000000001,304,6,Failure,194.83887000000001,304,6,Failure,194.83887000000001,304,6,Failure,194.83887000000001,304,6,Failure,194.83887000000001,344,7,Failure
5545,24166,74.92185,202,4,Success,74.92185,202,4,Success,73.58575,408,6,Success,74.92185,202,4,Success,74.92185,202,4,Success,72.52224,388,8,Success
5546,130721,3.5686600000000004,120,4,Failure,3.5686600000000004,120,4,Failure,3.5686600000000004,120,4,Failure,5.04577,160,5,Success,5.04577,160,5,Success,5.04577,160,5,Success
5547,33914,1.6957,184,3,Success,1.6957,184,3,Failure,0.0,256,4,Failure,1.6957,184,3,Failure,1.6957,184,3,Failure,0.03391,254,5,Failure
5548,5599,16.797,114,4,Success,16.797,114,4,Success,16.797,114,4,Success,16.797,114,4,Success,16.797,114,4,Success,16.797,114,4,Success
5549,3232,10.70224,224,4,Success,10.70224,224,4,Success,10.175790000000001,264,5,Success,10.70224,224,4,Success,10.70224,224,4,Success,10.02017,388,8,Success
5550,52047,42.187659999999994,224,4,Failure,42.187659999999994,224,4,Failure,7.19378,372,8,Failure,20.21763,160,5,Success,20.21763,160,5,Success,6.76626,428,12,Success
5551,84250,1.1684999999999999,114,4,Failure,1.1684999999999999,114,4,Failure,1.1684999999999999,114,4,Failure,1.1684999999999999,114,4,Success,1.1684999999999999,114,4,Success,1.1684999999999999,114,4,Success
5552,910,0.0,328,4,Success,0.0,328,4,Success,0.0,328,4,Success,0.0,328,4,Success,0.0,328,4,Success,0.0,328,4,Success
5553,82305,15.055419999999998,120,4,Success,15.055419999999998,120,4,Success,2.41254,282,6,Failure,2.65845,150,5,Failure,2.65845,150,5,Failure,2.4938400000000005,224,7,Success
5554,399790,26.39979,114,4,Success,26.39979,114,4,Failure,1.39979,194,6,Failure,26.39979,114,4,Failure,26.39979,114,4,Failure,26.39979,114,4,Failure
5555,39619,23.544710000000002,252,5,Success,23.544710000000002,252,5,Failure,23.544710000000002,252,5,Success,23.544710000000002,252,5,Failure,23.544710000000002,252,5,Failure,23.58435,282,6,Failure
5556,188996,85.05765,80,3,Failure,85.05765,80,3,Failure,2.13599,338,7,Failure,85.05765,80,3,Failure,85.05765,80,3,Failure,3.01199,304,9,Success
5557,8204,54.4305,264,5,Success,54.4305,264,5,Success,30.213600000000003,408,6,Success,29.81988,304,6,Failure,29.81988,304,6,Failure,29.75402,378,8,Success
5558,656493,1971.1374600000001,80,3,Failure,1971.1374600000001,80,3,Failure,5.93897,194,6,Failure,335.8738,200,6,Failure,335.8738,200,6,Failure,339.97159,240,7,Failure
5559,41513,1.4981499999999999,120,4,Success,1.4981499999999999,120,4,Success,2.6660399999999997,148,5,Success,1.4981499999999999,120,4,Success,1.4981499999999999,120,4,Success,2.12453,264,5,Success
5560,30518,99.01289,154,5,Success,99.01289,154,5,Failure,99.01289,154,5,Failure,99.35990999999999,160,5,Failure,99.35990999999999,160,5,Failure,97.82999,270,8,Failure
5561,12538,1.02508,254,5,Success,1.02508,254,5,Failure,1.02508,254,5,Failure,1.02508,254,5,Failure,1.02508,254,5,Failure,0.13762,304,6,Failure
5562,15885,49.074,224,4,Failure,49.074,224,4,Failure,49.074,224,4,Failure,49.074,224,4,Failure,49.074,224,4,Failure,49.38144,366,8,Failure
5563,347425,46.16614,500,4,Failure,46.16614,500,4,Failure,39.56533,264,5,Failure,46.12387,160,5,Failure,46.12387,160,5,Failure,53.07329,580,6,Failure
5564,16965,6.171819999999999,298,6,Success,6.171819999999999,298,6,Success,4.59584,372,8,Success,6.171819999999999,298,6,Success,6.171819999999999,298,6,Success,4.57688,258,8,Success
5565,28092,10.625070000000001,160,5,Failure,10.625070000000001,160,5,Failure,2.19864,344,7,Failure,10.625070000000001,160,5,Failure,10.625070000000001,160,5,Failure,3.19666,374,11,Failure
5566,1969,1.49422,264,5,Success,1.49422,264,5,Success,1.49422,264,5,Success,1.49422,264,5,Success,1.49422,264,5,Success,1.49422,264,5,Success
5567,4708,0.0,328,4,Success,0.0,328,4,Success,0.0,328,4,Success,0.0,328,4,Success,0.0,328,4,Success,0.0,328,4,Success
5568,474922,79.84128000000001,160,5,Success,79.84128000000001,160,5,Failure,79.84128000000001,160,5,Failure,79.84128000000001,160,5,Failure,79.84128000000001,160,5,Failure,79.84128000000001,160,5,Failure
5570,21898,1.26278,132,5,Failure,1.26278,132,5,Failure,1.1105,222,7,Failure,3.2337000000000002,160,5,Success,3.2337000000000002,160,5,Success,1.0876000000000001,262,8,Success
5571,2321,0.24833999999999998,160,5,Failure,0.24833999999999998,160,5,Failure,0.24833999999999998,160,5,Failure,0.24833999999999998,160,5,Failure,0.24833999999999998,160,5,Failure,0.24137999999999998,274,8,Failure
5572,46449,12.48759,178,6,Failure,12.48759,178,6,Failure,4.40896,262,8,Failure,8.72892,214,7,Success,8.72892,214,7,Success,4.548310000000001,254,8,Success
5573,27700,1.3047,120,4,Success,1.3047,120,4,Failure,1.3047,120,4,Failure,1.3047,120,4,Failure,1.3047,120,4,Failure,1.3047,194,6,Failure
5574,11485,6.2732399999999995,200,6,Success,6.2732399999999995,200,6,Success,6.284719999999999,228,7,Success,6.2732399999999995,200,6,Success,6.2732399999999995,200,6,Success,5.06607,342,10,Failure
5575,56855,175.72788,150,5,Success,175.72788,150,5,Failure,172.85013999999998,196,6,Failure,181.31779,540,5,Failure,181.31779,540,5,Failure,173.25033,306,9,Failure
5576,19144,10003.882010000001,132,5,Failure,10003.912160000002,148,5,Failure,10004.17346,148,5,Failure,10003.882010000001,154,5,Failure,10003.882010000001,154,5,Failure,10003.882010000001,190,7,Failure
5577,289532,6.474399999999999,114,4,Failure,6.474399999999999,114,4,Failure,6.474399999999999,114,4,Failure,6.474399999999999,114,4,Failure,6.474399999999999,114,4,Failure,6.474399999999999,114,4,Failure
5578,41244,125.81773,224,4,Failure,125.81773,224,4,Failure,125.6421,252,5,Failure,125.81773,224,4,Failure,125.81773,224,4,Failure,124.77337,298,6,Failure
5579,6486,20.48252,368,5,Success,20.48252,368,5,Success,20.505560000000003,408,6,Success,20.48902,368,5,Success,20.48902,368,5,Success,19.47952,474,9,Success
5580,403694,203.84721,256,4,Failure,205.86668,218,4,Failure,2.80739,192,5,Failure,203.84721,256,4,Failure,203.84721,256,4,Failure,203.84721,256,4,Failure
5581,156364,39.09256,120,4,Success,39.09256,120,4,Success,10.387419999999999,160,5,Failure,39.09256,120,4,Success,39.09256,120,4,Success,8.91279,274,8,Success
5582,16772,53.00123,328,4,Success,53.00123,328,4,Success,50.45094,258,5,Success,53.00123,328,4,Success,53.00123,328,4,Success,50.45094,326,7,Success
5583,28706,87.14679,264,5,Failure,1.14354,264,5,Failure,1.14354,264,5,Failure,1.14354,264,5,Failure,1.14354,264,5,Failure,1.14354,264,5,Failure
5584,24220,8.94271,224,4,Success,8.94271,224,4,Failure,5.13982,258,5,Failure,8.94271,224,4,Failure,8.94271,224,4,Failure,3.44523,432,7,Failure
5585,20874,6.21656,160,5,Success,6.21656,160,5,Failure,6.259320000000001,292,6,Failure,6.426340000000001,160,5,Failure,6.426340000000001,160,5,Failure,6.341830000000001,274,8,Failure
5586,8070,3.91202,150,5,Failure,3.91202,150,5,Failure,3.91202,150,5,Failure,3.91202,150,5,Failure,3.91202,150,5,Failure,3.03428,312,7,Failure
5587,495,0.00249,264,5,Failure,0.00249,264,5,Failure,0.00249,264,5,Failure,0.00249,264,5,Failure,0.00249,264,5,Failure,0.00249,264,5,Failure
5588,1161605,221.70704999999998,80,3,Failure,221.70704999999998,80,3,Failure,15.10529,150,5,Failure,240.38894000000002,98,4,Success,240.38894000000002,98,4,Success,240.38894000000002,98,4,Success
5589,32255,55.39965,328,4,Failure,55.39965,328,4,Failure,38.61016,148,5,Failure,38.35186,154,5,Failure,38.35186,154,5,Failure,38.31958,308,6,Failure
5590,7090,14.14069,264,5,Success,14.176179999999999,160,5,Success,14.36783,154,5,Success,14.14069,264,5,Success,14.14069,264,5,Success,14.11229,200,6,Success
5591,29455,3.50075,154,5,Success,3.50075,154,5,Failure,3.50075,154,5,Success,3.50075,154,5,Failure,3.50075,154,5,Failure,3.50075,154,5,Failure
5592,9793,30.54306,258,5,Success,30.54306,258,5,Success,30.54306,258,5,Success,30.882990000000003,264,5,Success,30.882990000000003,264,5,Success,30.44094,388,8,Success
5593,8193,0.0,328,4,Success,0.0,328,4,Success,0.0,328,4,Success,0.0,328,4,Success,0.0,328,4,Success,0.0,328,4,Success
5594,266357,21.24325,150,5,Failure,21.24325,150,5,Failure,5.13087,274,8,Success,43.28843,160,5,Success,43.28843,160,5,Success,7.402239999999999,280,8,Success
5595,40817,2.1224600000000002,160,5,Success,2.1224600000000002,160,5,Success,2.1224600000000002,160,5,Success,3.1632800000000003,160,5,Failure,3.1632800000000003,160,5,Failure,2.1632800000000003,302,9,Failure
5596,5742,2.01148,296,5,Success,2.15414,264,5,Success,2.18286,264,5,Success,2.01148,296,5,Success,2.01148,296,5,Success,1.04593,334,7,Success
5597,64800,327.52372999999994,138,5,Success,327.52372999999994,138,5,Success,327.52372999999994,138,5,Success,327.52372999999994,138,5,Success,327.52372999999994,138,5,Failure,327.52372999999994,138,5,Failure
5598,17851,7.2522899999999995,160,5,Success,7.2522899999999995,160,5,Failure,7.5065599999999995,188,6,Failure,7.2522899999999995,160,5,Failure,7.2522899999999995,160,5,Failure,5.891569999999999,314,9,Failure
5599,260516,262.27778,280,4,Failure,262.27778,280,4,Failure,5.084160000000001,200,6,Failure,262.27778,280,4,Failure,262.27778,280,4,Failure,24.31026,198,7,Failure
5600,2467,8.89835,264,5,Success,8.89835,264,5,Success,9.51787,258,5,Failure,8.89835,264,5,Success,8.89835,264,5,Success,8.89835,264,5,Success
5601,565059,131.52876,120,4,Failure,131.52876,120,4,Failure,3.13012,264,5,Failure,94.4989,154,5,Failure,94.4989,154,5,Failure,37.33888999999999,234,7,Failure
5602,4762,25.4787,74,3,Success,25.4787,74,3,Success,25.4787,74,3,Success,5.23868,218,4,Success,5.23868,218,4,Success,4.76777,368,5,Success
5603,6464,0.55817,264,5,Success,0.55817,264,5,Success,0.55817,264,5,Success,0.55817,264,5,Success,0.55817,264,5,Success,0.03231,344,7,Success
5604,191847,3.5755500000000002,154,5,Failure,3.5755500000000002,154,5,Failure,2.74355,442,7,Failure,7.99807,200,6,Failure,7.99807,200,6,Failure,7.069590000000002,304,8,Failure
5605,254613,182.54801999999998,218,4,Failure,182.54801999999998,218,4,Failure,6.3100000000000005,172,6,Failure,33.80896,154,5,Failure,33.80896,154,5,Failure,9.83773,234,7,Failure
5606,604908,310.54277,160,5,Failure,310.54277,160,5,Failure,304.09769,264,5,Failure,310.54277,160,5,Failure,310.54277,160,5,Failure,307.70149999999995,240,7,Failure
5607,2294,9.18885,304,6,Success,9.18885,304,6,Success,9.175040000000001,316,7,Success,9.18885,304,6,Success,9.18885,304,6,Success,9.11979,378,8,Success
5608,814,4.53191,120,4,Success,4.53191,120,4,Success,4.52619,154,5,Success,4.53191,120,4,Success,4.53191,120,4,Success,3.5244600000000004,194,6,Success
5609,13624,1.01362,328,4,Success,2.02725,224,4,Failure,1.01362,328,4,Success,1.01362,328,4,Failure,1.01362,328,4,Failure,1.45059,402,9,Failure
5610,34906,26.47182,224,4,Success,26.47182,224,4,Success,23.72864,172,6,Success,26.47182,224,4,Success,26.47182,224,4,Success,23.414299999999997,180,6,Success
5611,30923,6.46558,160,5,Success,6.46558,160,5,Failure,1.37569,304,6,Failure,6.46558,160,5,Failure,6.46558,160,5,Failure,0.5283,354,10,Failure
5612,12978,3.42769,368,5,Success,4.1607400000000005,264,5,Failure,1.10483,282,6,Success,3.42769,368,5,Failure,3.42769,368,5,Failure,1.1178100000000002,344,7,Failure
5613,569460,2.13892,120,4,Failure,2.13892,120,4,Failure,2.13892,120,4,Failure,71.18499,120,4,Failure,71.18499,120,4,Failure,61.794709999999995,240,7,Failure
5614,23031,4.5834,80,3,Success,4.5834,80,3,Success,4.5834,80,3,Success,4.5834,80,3,Success,4.5834,80,3,Success,3.3723,322,10,Success
5615,5644,3.12189,264,5,Success,3.11689,242,5,Success,3.3144400000000003,470,8,Success,3.12189,264,5,Success,3.12189,264,5,Success,3.11689,260,6,Success
5616,6234,19.71125,224,4,Success,19.71125,224,4,Failure,19.71125,224,4,Success,19.71125,224,4,Failure,19.71125,224,4,Failure,19.735799999999998,638,13,Success
5617,53031,41.786249999999995,154,5,Success,41.786249999999995,154,5,Success,3.2383200000000003,222,7,Failure,4.24291,184,6,Success,4.24291,184,6,Success,2.63125,350,10,Success
5618,41368,6.6079799999999995,160,5,Failure,6.6079799999999995,160,5,Failure,6.6079799999999995,160,5,Failure,6.8491599999999995,160,5,Failure,6.8491599999999995,160,5,Failure,5.6079799999999995,174,7,Failure
5619,314107,166.33897,224,4,Failure,160.36791999999997,224,4,Failure,159.05364999999998,258,5,Failure,316.87240999999995,224,4,Failure,316.87240999999995,224,4,Failure,165.95339999999996,304,6,Failure
5620,66277,211.01048,114,4,Failure,211.01048,114,4,Failure,199.82815000000002,144,5,Failure,211.01048,114,4,Failure,211.01048,114,4,Failure,199.82815000000002,144,5,Failure
5621,61706,2.74048,120,4,Success,2.74048,120,4,Success,2.74048,120,4,Success,2.74048,120,4,Success,2.74048,120,4,Success,0.9266000000000001,270,8,Success
5622,4550,15.93182,204,4,Success,15.93182,204,4,Success,14.56278,282,6,Success,15.93182,204,4,Success,15.93182,204,4,Success,13.72402,528,9,Success
5623,79022,238.14526,80,3,Failure,238.14526,80,3,Failure,238.14526,80,3,Failure,238.14526,80,3,Failure,238.14526,80,3,Failure,238.14526,80,3,Failure
5624,1843,3.5587299999999997,160,5,Failure,3.5587299999999997,160,5,Failure,3.00922,244,7,Failure,3.5587299999999997,160,5,Failure,3.5587299999999997,160,5,Failure,3.0055300000000003,200,6,Failure
5625,44906,12.27167,224,4,Failure,12.27167,224,4,Failure,0.09082,324,6,Failure,12.27167,224,4,Failure,12.27167,224,4,Failure,0.13573,328,7,Failure
5626,6311,5.6223600000000005,190,6,Success,5.6223600000000005,190,6,Success,5.6223600000000005,190,6,Success,5.6223600000000005,190,6,Success,5.6223600000000005,190,6,Success,5.6223600000000005,190,6,Success
5627,88337,178.27303999999998,530,5,Success,178.27303999999998,530,5,Success,178.27303999999998,530,5,Success,179.36155999999997,530,5,Failure,179.36155999999997,530,5,Failure,179.36155999999997,530,5,Failure
5628,5984,21.94998,346,5,Success,21.94998,346,5,Success,22.45938,472,5,Success,21.94998,346,5,Success,21.94998,346,5,Success,19.082060000000002,338,7,Success
5629,64318,227.2125,224,4,Success,227.2125,224,4,Success,2.38792,304,6,Failure,7.044779999999999,156,6,Success,7.044779999999999,156,6,Success,3.5155599999999994,310,9,Success
5630,31874,97.68894,264,5,Failure,97.68894,264,5,Failure,97.68894,264,5,Failure,97.68894,264,5,Failure,97.68894,264,5,Failure,97.68894,264,5,Failure
5631,66747,3.2002500000000005,120,4,Failure,3.2002500000000005,120,4,Failure,3.2002500000000005,120,4,Failure,21.0922,120,4,Failure,21.0922,120,4,Failure,2.2670000000000003,262,8,Failure
5632,171130,1.35226,120,4,Success,1.35226,120,4,Failure,1.51439,148,5,Failure,9.898829999999998,120,4,Failure,9.898829999999998,120,4,Failure,1.34226,154,5,Failure
5633,78916,88.94505,160,5,Failure,88.94505,160,5,Failure,87.12803999999998,194,6,Failure,94.66027999999999,160,5,Failure,94.66027999999999,160,5,Failure,86.68102999999999,258,8,Failure
5634,3586,1.00359,264,5,Success,1.00359,264,5,Success,1.00359,264,5,Success,1.10718,264,5,Success,1.10718,264,5,Success,0.01794,454,10,Failure
5635,17023,0.65321,264,5,Failure,0.65321,264,5,Failure,0.65321,264,5,Failure,0.65321,264,5,Failure,0.65321,264,5,Failure,0.08510999999999999,344,7,Failure
5636,11797,14.980250000000002,224,4,Success,14.980250000000002,224,4,Success,14.980250000000002,224,4,Success,14.980250000000002,224,4,Success,14.980250000000002,224,4,Success,14.980250000000002,224,4,Success
5637,4857,17.067899999999998,160,5,Success,17.067899999999998,160,5,Success,17.067899999999998,160,5,Success,17.067899999999998,160,5,Success,17.067899999999998,160,5,Success,16.59048,254,8,Success
5638,16057,1.39923,264,5,Failure,1.39923,264,5,Failure,1.39923,264,5,Failure,1.39923,264,5,Failure,1.39923,264,5,Failure,0.03212,408,9,Failure
5639,22745,3.0682400000000003,264,5,Success,3.0682400000000003,264,5,Failure,3.0682400000000003,264,5,Success,3.0682400000000003,264,5,Failure,3.0682400000000003,264,5,Failure,3.20472,374,8,Failure
5640,18476,31.34505,120,4,Success,31.34505,120,4,Success,3.05544,160,5,Success,3.05544,160,5,Success,3.05544,160,5,Success,3.05544,160,5,Failure
5641,49144,75.7416,224,4,Success,75.7416,224,4,Success,6.14952,138,5,Success,6.14952,138,5,Failure,6.14952,138,5,Failure,6.14952,138,5,Failure
5642,469293,329.06381999999996,120,4,Success,329.06381999999996,120,4,Failure,290.08903,178,6,Failure,329.06381999999996,120,4,Failure,329.06381999999996,120,4,Failure,308.11565,240,7,Failure
5643,220558,223.72033999999996,320,5,Failure,223.72033999999996,320,5,Failure,222.94111999999996,464,6,Failure,236.67164,320,5,Success,236.67164,320,5,Success,236.67164,298,5,Failure
5644,9280,6.3481000000000005,160,5,Failure,6.3481000000000005,160,5,Failure,3.33712,344,7,Success,4.03712,194,6,Failure,4.03712,194,6,Failure,3.02784,274,8,Failure
5645,132264,3.05811,150,5,Success,3.4549100000000004,144,5,Success,2.39679,178,6,Success,4.71945,160,5,Success,4.71945,160,5,Success,4.058120000000001,188,6,Success
5646,13937,47.03392,200,6,Failure,47.03392,200,6,Failure,45.383430000000004,234,7,Failure,47.03392,200,6,Failure,47.03392,200,6,Failure,44.258369999999985,582,16,Failure
5647,22023,6.78048,304,6,Failure,6.78048,304,6,Failure,5.536969999999999,408,6,Failure,6.78048,304,6,Failure,6.78048,304,6,Failure,4.712969999999999,414,9,Failure
5648,6328,0.0,184,3,Success,0.0,184,3,Failure,0.0,184,3,Failure,0.0,184,3,Failure,0.0,184,3,Failure,0.0,184,3,Failure
5649,996356,2594.77864,224,4,Failure,2594.77864,224,4,Failure,2593.77714,258,5,Failure,2692.67196,224,4,Success,2692.67196,224,4,Success,2650.97394,264,5,Success
5650,17331,2.03466,154,5,Failure,2.03466,154,5,Failure,2.03466,154,5,Failure,2.46894,154,5,Success,2.46894,154,5,Success,3.09708,224,7,Success
5651,116243,75.33718,218,4,Success,75.33718,218,4,Failure,18.1844,148,5,Failure,118.27412,258,5,Success,118.27412,258,5,Success,118.27412,258,5,Success
5652,5432,3.31454,334,7,Success,266.63208999999995,336,6,Success,3.31454,334,7,Success,3.31454,334,7,Success,3.31454,334,7,Failure,2.99948,414,9,Failure
5653,149988,87.49866,224,4,Success,87.49866,224,4,Success,79.64724,252,5,Success,87.49866,224,4,Success,87.49866,224,4,Success,80.79780000000001,298,6,Success
5654,16019,15.43403,224,4,Success,15.43403,224,4,Failure,15.43403,224,4,Failure,15.43403,224,4,Failure,15.43403,224,4,Failure,14.59347,304,6,Failure
5655,341490,2.68298,160,5,Failure,10.22024,140,5,Failure,1.34149,184,6,Failure,2.68298,160,5,Failure,2.68298,160,5,Failure,1.6829800000000001,190,6,Failure
5656,16272,52.656009999999995,264,5,Failure,52.656009999999995,264,5,Failure,50.542249999999996,292,6,Failure,52.656009999999995,264,5,Failure,52.656009999999995,264,5,Failure,49.835319999999996,314,6,Failure
5657,6096,2.7218,120,4,Success,2.7218,120,4,Success,2.0122,148,5,Success,2.7218,120,4,Success,2.7218,120,4,Success,2.0122,148,5,Success
5658,4770,1.7202899999999999,100,4,Failure,1.7202899999999999,100,4,Failure,2.24503,134,5,Success,1.7202899999999999,100,4,Failure,1.7202899999999999,100,4,Failure,1.2862,242,8,Success
5659,251647,2.5033,120,4,Failure,2.5033,120,4,Failure,2.5053,224,4,Failure,18.5939,120,4,Failure,18.5939,120,4,Failure,18.5939,120,4,Failure
5660,2383035,717.34751,80,3,Failure,717.34751,80,3,Failure,4.91708,308,9,Failure,242.94277,120,4,Failure,242.94277,120,4,Failure,242.94277,120,4,Failure
5661,7462,36.60967,264,5,Success,36.60967,264,5,Failure,34.90038,402,6,Failure,36.60967,264,5,Failure,36.60967,264,5,Failure,34.90787,328,7,Failure
5662,23253,70.78232,258,5,Success,70.80564,254,5,Success,71.24878,270,6,Success,70.78232,258,5,Success,70.78232,258,5,Success,70.78232,258,5,Success
5663,25206,77.66855999999999,138,5,Success,78.19383999999998,116,5,Failure,77.71911999999999,236,5,Failure,77.69383999999998,242,5,Failure,77.69383999999998,242,5,Failure,77.84652999999999,208,7,Failure
5664,8373,8.70191,264,5,Success,8.70191,264,5,Failure,8.70191,264,5,Success,8.70191,264,5,Failure,8.70191,264,5,Failure,7.2965,414,9,Failure
5665,5074,19.00323,202,5,Success,19.00323,202,5,Success,19.00323,202,5,Success,19.00323,202,5,Success,19.00323,202,5,Success,17.52327,220,7,Success
5666,7422,23.28088,226,4,Success,23.28088,226,4,Success,24.017879999999998,224,4,Success,23.28088,226,4,Success,23.28088,226,4,Success,23.273439999999997,338,7,Success
5667,90855,93.53889,264,5,Failure,93.81173,254,5,Failure,93.53889,264,5,Failure,94.63084,264,5,Failure,94.63084,264,5,Failure,94.08458,418,9,Failure
5668,14988,3.0599600000000002,160,5,Failure,3.0599600000000002,160,5,Failure,3.0599600000000002,160,5,Failure,3.0599600000000002,160,5,Failure,3.0599600000000002,160,5,Failure,2.0749500000000003,292,9,Failure
5669,17364,34.039730000000006,120,4,Failure,34.039730000000006,120,4,Failure,25.83145,144,5,Failure,34.039730000000006,120,4,Failure,34.039730000000006,120,4,Failure,25.64016,156,6,Failure
