Source,Target,Amount,LND1,LND2,CLN,LDK,Eclair_case1,Eclair_case2,Eclair_case3
8702,1975,1343,"[[8702, 12325, 26, 1975], 0.5372, 108, 4, 'Success']","[[8702, 12325, 26, 1975], 0.5372, 108, 4, 'Success']","[[8702, 12325, 26, 1975], 0.5372, 108, 4, 'Success']","[[8702, 220, 26, 1975], 0.8569599999999999, 218, 4, 'Success']","[[8702, 12325, 26, 1975], 0.5372, 108, 4, 'Success']","[[8702, 12325, 26, 1975], 0.5372, 108, 4, 'Success']","[[8702, 12325, 26, 1975], 0.5372, 108, 4, 'Success']"
8233,12533,42804,"[[8233, 6309, 12325, 12533], 0.0428, 114, 4, 'Success']","[[8233, 233, 12325, 12533], 0.85608, 108, 4, 'Success']","[[8233, 233, 12325, 12533], 0.85608, 108, 4, 'Success']","[[8233, 233, 12325, 12533], 0.85608, 108, 4, 'Success']","[[8233, 233, 12325, 12533], 0.85608, 108, 4, 'Success']","[[8233, 233, 12325, 12533], 0.85608, 108, 4, 'Success']","[[8233, 233, 6876, 167, 6722, 12325, 12533], 0.34243, 228, 7, 'Success']"
210,6617,299333,"[[210, 12325, 10113, 314, 6617], 0.002, 258, 5, 'Success']","[[210, 12325, 3405, 314, 6617], 8.395330000000001, 258, 5, 'Failure']","[[210, 12325, 3974, 314, 6617], 4.492, 258, 5, 'Failure']","[[210, 12325, 3974, 314, 6617], 4.492, 258, 5, 'Failure']","[[210, 12325, 3405, 314, 6617], 8.395330000000001, 258, 5, 'Failure']","[[210, 12325, 3405, 314, 6617], 8.395330000000001, 258, 5, 'Failure']","[[210, 233, 2877, 11837, 314, 6617], 2.4000000000000004, 276, 6, 'Failure']"
10470,12667,2603447,"[[10470, 996, 383, 12667], 2106.59232, 120, 4, 'Failure']","[[10470, 12157, 321, 61, 12667], 3190.39473, 160, 5, 'Failure']","[[10470, 12157, 18, 175, 61, 12667], 585.3623699999999, 178, 6, 'Failure']","[[10470, 12157, 18, 175, 61, 12667], 585.3623699999999, 178, 6, 'Failure']","[[10470, 12157, 18, 175, 61, 12667], 585.3623699999999, 178, 6, 'Failure']","[[10470, 12157, 18, 175, 61, 12667], 585.3623699999999, 178, 6, 'Failure']","[[10470, 12157, 18, 175, 61, 12667], 585.3623699999999, 178, 6, 'Failure']"
1779,12472,10253051,"[[1779, 445, 383, 12472], 257.32652, 120, 4, 'Failure']","[[1779, 445, 383, 12472], 257.32652, 120, 4, 'Failure']","[[1779, 445, 383, 12472], 257.32652, 120, 4, 'Failure']","[[1779, 321, 2359, 166, 12472], 74.77147, 160, 5, 'Failure']","[[1779, 445, 383, 12472], 257.32652, 120, 4, 'Failure']","[[1779, 445, 383, 12472], 257.32652, 120, 4, 'Failure']","[[1779, 321, 73, 166, 12472], 588.6751, 160, 5, 'Failure']"
9709,3389,6,"[[9709, 108, 354, 3389], 1.00041, 94, 4, 'Success']","[[9709, 108, 354, 3389], 1.00041, 94, 4, 'Success']","[[9709, 108, 354, 3389], 1.00041, 94, 4, 'Success']","[[9709, 6461, 21, 3389], 1.1035000000000001, 120, 4, 'Success']","[[9709, 108, 354, 3389], 1.00041, 94, 4, 'Success']","[[9709, 108, 354, 3389], 1.00041, 94, 4, 'Success']","[[9709, 12325, 167, 9515, 21, 3389], 1.0000200000000001, 184, 6, 'Success']"
2521,9230,54,"[[2521, 5637, 6020, 8768, 9230], 0.00054, 264, 5, 'Success']","[[2521, 5637, 6020, 8768, 9230], 0.00054, 264, 5, 'Success']","[[2521, 21, 8768, 9230], 1.00005, 224, 4, 'Success']","[[2521, 21, 8768, 9230], 1.00005, 224, 4, 'Success']","[[2521, 21, 8768, 9230], 1.00005, 224, 4, 'Success']","[[2521, 21, 8768, 9230], 1.00005, 224, 4, 'Success']","[[2521, 5423, 1566, 1573, 12325, 167, 2223, 8768, 9230], 0.0001, 398, 9, 'Success']"
5873,3566,181,"[[5873, 5099, 36, 3566], 0.0096, 152, 4, 'Success']","[[5873, 5099, 36, 3566], 0.0096, 152, 4, 'Success']","[[5873, 5099, 36, 3566], 0.0096, 152, 4, 'Success']","[[5873, 5099, 36, 3566], 0.0096, 152, 4, 'Success']","[[5873, 5099, 36, 3566], 0.0096, 152, 4, 'Success']","[[5873, 5099, 36, 3566], 0.0096, 152, 4, 'Success']","[[5873, 3292, 3642, 36, 3566], 0.00869, 172, 5, 'Success']"
6478,1456,2318,"[[6478, 12325, 10632, 320, 1468, 1456], 2.00464, 194, 6, 'Success']","[[6478, 12325, 36, 320, 1468, 1456], 2.00464, 226, 6, 'Success']","[[6478, 12325, 12111, 320, 1468, 1456], 2.0162400000000003, 194, 6, 'Success']","[[6478, 12325, 32, 1368, 1456], 8.46523, 252, 5, 'Success']","[[6478, 12325, 36, 320, 1468, 1456], 2.00464, 226, 6, 'Success']","[[6478, 12325, 36, 320, 1468, 1456], 2.00464, 226, 6, 'Success']","[[6478, 12325, 29, 570, 320, 1468, 1456], 2.0092800000000004, 214, 7, 'Success']"
282,11424,58166,"[[282, 18, 445, 1826, 11424], 8.93305, 264, 5, 'Success']","[[282, 87, 445, 1826, 11424], 10.833569999999998, 264, 5, 'Success']","[[282, 233, 131, 439, 1826, 11424], 9.107569999999999, 194, 6, 'Success']","[[282, 407, 3322, 445, 1826, 11424], 7.874879999999999, 304, 6, 'Success']","[[282, 87, 445, 1826, 11424], 10.833569999999998, 264, 5, 'Success']","[[282, 87, 445, 1826, 11424], 10.833569999999998, 264, 5, 'Success']","[[282, 407, 3322, 445, 1826, 11424], 7.874879999999999, 304, 6, 'Success']"
